nis_lidar,nis_radar,
0,18.481
0.36914,1.99751
0.886594,2.26902
1.20456,1.78337
1.06015,1.17963
1.73741,3.13389
1.81437,2.77743
0.842475,0.823282
1.53409,6.97644
1.25604,0.910142
1.00572,4.08264
5.50034,3.14367
2.98653,0.653076
0.0854124,5.3171
0.924264,3.84311
0.458156,1.92699
2.89597,1.35747
2.99533,1.1372
0.20127,3.39148
5.01793,3.56165
2.27113,5.96555
0.987723,2.4382
1.24543,2.12996
0.495145,0.670449
0.637519,1.60383
0.0834132,2.29586
2.16751,1.48119
1.10447,2.00446
5.81822,3.84934
2.18292,3.07624
2.56537,3.62157
0.796897,0.250012
1.45016,0.730109
0.212243,3.19615
1.87946,0.573902
1.72916,1.32941
0.295814,4.92405
0.540206,6.61402
0.155753,7.38188
0.38322,7.17642
2.17256,5.67359
3.09715,1.42722
2.66642,1.32683
0.35632,2.79791
3.64214,1.43125
0.822313,7.52138
3.30784,7.16514
3.75904,2.16085
1.3285,4.24782
0.984007,1.63025
3.54691,2.8756
5.31272,1.47564
0.627968,2.51271
0.486179,0.322333
1.11376,3.49494
2.88098,0.996317
0.537336,4.41485
5.36582,5.78272
4.80645,3.94916
5.87109,2.35543
2.1781,4.55344
2.84406,1.1456
0.660823,1.13708
0.606971,2.25503
0.881874,1.2817
4.85802,3.44959
1.50695,0.552501
1.68852,0.168961
11.2844,1.34885
0.293605,2.72923
10.3518,2.08515
4.37858,0.76582
3.07066,6.42207
4.19274,1.21845
2.08567,10.751
0.727067,6.05381
1.01365,6.28204
2.01185,3.32236
5.26822,0.62411
12.5489,3.18548
0.584289,15.854
1.88218,0.613742
1.82801,2.35248
2.65299,7.27326
2.55872,5.38487
2.20946,2.10001
4.13795,4.16166
1.6128,5.75319
4.31889,7.80603
1.51871,4.84984
4.35432,2.85731
1.35161,9.68836
7.20671,2.54391
1.33277,3.27917
2.24564,2.9652
3.82949,1.36827
4.25734,1.30773
2.70273,5.98302
3.50625,22.9381
1.42166,11.1336
1.78455,5.08483
6.46543,15.1448
3.88794,2.63963
2.08259,5.97673
6.34785,1.30141
4.71749,2.83845
2.57829,2.21381
1.51523,7.31769
3.6511,11.5647
1.01645,2.23532
1.61429,0.949077
3.26814,9.48516
1.40049,0.791622
1.11755,4.22621
3.12178,0.710816
4.19709,2.10906
3.91106,1.41978
2.65118,1.18466
6.41836,5.27513
2.74662,2.02159
3.60102,1.44835
2.20913,4.09827
1.77699,1.7947
1.94278,3.09767
2.63819,2.51986
2.14342,1.00557
2.55774,3.96388
2.13963,3.93582
6.98162,2.20656
1.34489,5.22208
4.00835,0.598861
1.46998,0.629117
2.09221,5.6962
2.27464,3.13355
4.72243,4.07029
3.84374,4.35362
4.00244,2.31771
5.97851,2.68569
1.93197,0.364618
1.20709,0.856288
1.18614,1.592
2.95698,5.53147
4.01545,3.81432
8.90628,0.631751
1.19549,1.16336
1.32358,0.735596
1.65164,0.809948
3.53108,3.98225
0.790708,4.32551
0.924521,2.5926
1.74861,0.544599
1.82428,2.637
3.86736,2.75107
3.03858,8.49679
7.10186,1.458
0.525476,1.39849
1.76696,7.89121
1.10358,3.57762
0.858674,6.96123
0.314558,3.2282
2.52613,3.68621
0.35026,1.92665
0.624498,2.01268
0.167539,5.08654
0.613599,2.887
1.19257,1.46169
1.9311,0.795176
0.24066,1.03119
0.561616,1.07734
0.179065,1.73412
4.60339,2.70795
5.20209,8.7969
2.34553,2.69853
2.18098,1.72496
4.99524,1.53754
4.55518,2.49965
4.05151,4.50851
2.24525,1.85017
5.37165,2.70563
0.111187,3.57415
0.119077,1.66042
0.317701,0.845236
0.34115,2.83345
2.80847,5.22052
7.35019,2.52153
3.30438,1.14775
1.87903,2.44502
1.83839,5.90627
1.278,3.28712
0.450305,2.49378
0.305706,6.4175
5.62087,4.70995
0.51442,10.0867
0.595497,4.17644
1.58215,0.112988
2.42574,8.04705
0.255829,1.50072
0.257255,6.03147
0.376641,4.08086
2.17802,0.866318
1.1141,5.67476
1.09731,0.339649
10.7845,11.2916
0.951422,1.92561
3.62184,4.77804
1.03116,3.3887
0.815681,1.6983
1.36571,1.04083
1.01071,5.03308
6.10386,0.456107
0.898114,8.39374
3.6107,2.6522
5.51554,0.937434
0.576835,2.55099
2.05425,2.69823
1.80581,2.67082
0.542845,4.45915
3.22252,1.18062
4.98602,0.56685
1.86486,1.5916
1.00133,0.512125
1.96402,1.44145
2.91217,0.664067
0.715812,1.69424
1.28405,1.62252
3.75243,2.10429
1.49938,4.67354
0.827755,1.13013
0.302817,5.61462
0.970104,5.14329
2.60341,2.51897
1.3517,2.99662
1.79814,0.974349
3.86708,2.81087
3.27023,1.60158
2.95608,4.67086
3.98067,3.87541
0.2745,2.14631
3.85993,2.79123
1.78092,5.85608
3.54249,5.21454
3.41185,2.29139
1.23779,1.45937
0.868515,5.63832
2.8956,2.08135
4.42835,6.40656
0.0717886,1.84487
1.79696,7.30365
5.39323,1.71942
1.53836,7.36449
3.25071,0.832018
0.825137,0.339576
2.72909,0.946666
3.51758,8.25336
0.412815,3.36849
1.17537,0.113233
5.56943,1.62118
0.961971,7.32084
0.733677,1.46194
1.17372,2.14458
3.99736,3.76564
2.63043,0.277564
1.39762,4.64665
4.7331,0.129755
1.82013,1.29282
2.05056,2.38307
1.45114,1.41058
6.69665,3.77963
1.87457,1.44093
6.6658,3.63164
2.07034,2.77188
1.69583,7.56697
0.24879,0.647342
0.589599,2.81014
0.196633,1.28214
3.15042,1.09007
6.29375,1.47736
1.58297,3.86728
0.86268,1.32139
0.300608,4.00758
3.21815,3.78173
0.390504,0.196613
1.63286,1.24844
1.27746,2.2359
0.301718,3.10249
1.53632,0.590129
4.03049,2.34791
0.529833,1.26765
0.0385341,4.32847
0.766449,0.646258
0.681085,3.20979
0.524431,2.43118
0.584709,2.06678
2.24425,3.11335
0.649034,0.229755
0.158327,1.225
4.2696,0.631374
0.0232235,1.32483
1.98893,8.48847
1.04151,3.8107
